Name,KMeans_Ab10,KMeans_K10L2,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,tmin_01,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,BChrom_Pseudo_Copy_Number,S2_90555553,S2_90555560,S3_5366738,S6_124809142
SEEDGWAS1029.RN,0,0,1,-0.0051691,-0.000815987,-0.0100818,0.0106074,0.00918814,5.78835e-06,-0.0039124,-0.00013259,-0.00669193,-0.0170226,15.35000038,25.33749962,27.27083206,23.05833244,1054.5,210,13.25,93.11129761,588.25,42.5,290.5,42.5,13.5,67.83919525,170.5894318,35.25,15.35000038,19.90000153,26.19583321,23.05833244,562.75,16837.3958333333,2.50000000991667,2.20979167016667,1,1,2,1,1,1,-1.19663591254451,1,1,1,1
SEEDGWAS1124.RN,0,0,1,-0.0141754,0.00323958,-0.00828314,-0.00713239,-0.0141255,0.00861367,0.0218262,-0.00955781,-0.000764892,0.00248417,22,24.43229103,26.61666679,21.16250038,1092.75,165.25,38.75,48.99119568,461.5,128.25,461.5,158.75,10.45624924,62.3327713,234.8259888,32,15.22500038,16.77499962,26.61666679,22.62083435,366,15645.8333333333,3.10833332941667,2.13270831108333,1,1,1,2,1,1,-1.46030330371963,1,1,2,0
SEEDGWAS1178.RN,0,0,1,0.00449787,-0.0130442,-0.0105286,0.0214717,0.0126543,-0.00798213,0.0191219,0.0137298,-0.0132891,-0.0049354,16.10000038,27.27291679,30.21666718,25.23333359,1089.5,248.25,1.75,117.8936462,717,8.75,255.5,23,14.78750038,63.60284805,205.0845947,39.34999847,16.10000038,23.25,26.65416718,28.29166603,517.5,18337.1458333333,1.34583335133333,2.15499999116667,1,1,1,1,1,1,-1.21850372159117,2,2,1,1
SEEDGWAS1183.RN,0,0,1,-0.0105678,0.00283092,-0.0134749,-0.000996931,0.000452039,-0.0081695,-0.0147987,0.00407463,-0.0040489,0.0188073,7.949999809,23.43645859,29.12916756,16.33749962,738,154.75,14,74.90621185,315.75,55,275.5,56,14.32291698,50.38845444,524.147522,36.375,7.949999809,28.42500114,28.55000114,18.12916565,220.25,17610.2291666667,2.01666667075,2.01354164883333,1,1,1,3,1,1,-1.21847359118871,0,0,0,2
SEEDGWAS1210.RN,0,0,1,-0.010896,0.00376696,-0.0111208,0.00463428,0.00795992,0.00412439,-0.0106113,-0.00240227,-0.0128437,-0.0053605,19.25,26.46458435,28.01666641,24.77916718,823.75,182.75,1.5,101.0791321,454,9.75,102.75,24,10.84166622,70.62979126,129.3015442,34.59999847,19.25,15.35000038,26.97916603,25.88333321,317.5,19256.4583333333,1.54791667075,2.42000001666667,2,2,1,1,1,1,-1.46026255779182,1,1,1,1
SEEDGWAS1212.RN,0,0,1,-0.00874361,0.00356187,-0.00920012,0.00865684,0.0178668,0.013015,-0.00321332,-0.00302087,-0.0186899,-0.013453,20,27.29166603,28.67499924,25.80833244,909.75,188.5,3.75,95.08717346,482.5,15.5,117.25,40.5,11.01250076,71.85980988,113.6365051,35.32500076,20,15.32500076,27.65833282,26.81666565,234,19374.2291666667,1.53125000008333,2.46666665883333,1,1,1,1,1,1,-1.21519079019076,2,2,2,0
SEEDGWAS1254.RN,0,0,1,0.00422919,-0.0113189,-0.00966643,0.02094,0.0120127,-0.0075247,0.0161448,0.0140001,-0.00660369,-0.0120113,14.64999962,26.31354141,28.875,22.98749924,1470,435.75,1,131.234436,1144.5,10,924.25,65.75,14.70208263,68.54121399,258.1346741,35.79999924,14.35000038,21.45000076,28.72500038,25.53333282,29.25,18058.6458333333,1.56458331133333,2.29875007291667,1,1,1,1,1,1,-1.58058066386379,1,1,1,0
SEEDGWAS1263.RN,0,0,1,-0.0118398,0.0038575,-0.0133926,-0.00135152,-0.00119129,-0.00888255,-0.0151054,0.000407516,8.58528e-05,0.0166803,12.35000038,23.80624962,27.43333244,18.875,1647,307.25,48,65.7195816,723.75,145.75,601,146,11.72499943,54.34584808,356.450592,33.92499924,12.35000038,21.57500076,26.61666679,19.79166603,179,17705.4375,1.300000012,2.33291666708333,1,1,1,1,1,1,-1.12955322927872,2,2,2,0
SEEDGWAS1293.RN,0,0,1,-0.0106872,0.00456945,-0.0135823,0.000964286,0.00177938,-0.00962913,-0.0160159,0.00436848,0.00472414,0.0225863,8,23.23958206,28.88333321,16.20000076,749.75,158.25,14,75.05227661,321.75,55.5,281,56,14.03750038,50.0892601,520.0839844,36.02500153,8,28.02499962,28.31666565,17.94583511,227.25,17551.7708333333,1.97499998425,2.01270830641667,1,1,1,3,1,1,-1.43837533246393,0,0,2,1
SEEDGWAS1295.RN,0,0,1,-0.00961131,0.00313365,-0.00808143,0.00890355,0.0157844,0.0161509,-0.00278681,-0.00312458,-0.0198143,-0.0143002,20.47500038,26.96875,28.00833321,25.97500038,1748,363.25,2,95.52931213,915.75,13,530,62.75,10.33749962,72.41681671,89.40706635,33.47499847,19.20000076,14.27499962,26.89999962,26.02499962,68,19916.5208333333,2.40624995025,2.664166689,1,1,1,1,1,1,-1.50817273994419,1,1,1,0
SEEDGWAS1317.RN,0,0,1,-0.0116877,0.00332718,-0.00786028,0.00106717,0.00664775,0.0160036,0.00880786,-0.00828988,-0.0135192,-0.00526338,17.92499924,23.66770744,24.59583282,22.87083244,2231.5,380,14,76.46018982,1021.25,54.75,318.75,303,9.627083778,76.40853882,69.00193024,30.52499962,17.92499924,12.60000038,23.46666718,23.59583282,565.25,20280.25,3.00833334525,2.45104165858333,2,2,1,1,1,1,-1.52218432824049,1,1,0,0
SEEDGWAS1340.RN,0,0,1,-0.00928078,0.00313291,-0.00810894,0.0108617,0.0135049,0.0153259,-0.00490227,-0.00653311,-0.0129712,-0.0178825,19.5,26.45416641,27.625,25.65833282,1864.75,381.5,2,96.92282867,971.75,12,216.25,360.25,10.85000038,74.57034302,80.52445221,33.84999847,19.29999924,14.55000114,25.94166565,26.21666718,32.75,18360.5625,2.19791669633333,2.60374997058333,1,1,1,1,1,1,-1.46571065413737,1,1,0,1
SEEDGWAS1342.RN,0,0,1,-0.00974077,0.00301304,-0.00645617,0.00880711,0.016014,0.0142223,-0.00331798,-0.00775641,-0.015946,-0.0171195,19.15000153,26.36458206,27.60833359,25.42083359,1873,382.5,1.5,98.51480103,995.25,9.25,214.25,387.25,11.10416603,75.41051483,87.83758545,33.75,19.02499962,14.72500038,25.84166718,26.25,66,19453.25,2.43958333141667,2.58562499283333,1,1,1,1,1,1,-1.26059627997571,1,1,0,0
SEEDGWAS1348.RN,0,0,1,-0.00869786,0.00336936,-0.00856707,0.0096555,0.0182406,0.0164532,-0.00631089,-0.00627326,-0.0132534,-0.0188448,16.60000038,23.90520859,25.19166565,23.01666641,2006.5,414.5,2,97.13824463,1048.5,10,269.75,385.5,11.26458359,73.86633301,88.00000763,31.85000038,16.60000038,15.25,23.39583397,23.37916565,459.75,20208.2083333333,2.03333332141667,2.29708331816667,1,1,1,1,1,1,-1.26606624719311,1,1,2,1
SEEDGWAS1350.RN,0,0,1,-0.00906796,0.00334288,-0.00699791,0.0112123,0.0173506,0.0197393,-0.00305935,-0.00763005,-0.0145931,-0.0186915,21.89999962,28.27812576,29.57916641,27.29999924,1559.25,340.75,2.5,98.86134338,838.75,11.75,273.5,365.25,10.64791679,74.85462952,93.35861206,35.82500076,21.60000038,14.22500038,27.70416641,28.57500076,36.5,20926.0833333333,2.37500000016667,2.62520835808333,1,1,1,1,1,1,-1.05498728903154,1,1,1,2
SEEDGWAS1356.RN,0,0,1,-0.00967829,0.0033276,-0.00694342,0.00863302,0.0167516,0.0163558,-0.00249425,-0.00543534,-0.0171705,-0.0117063,17.39999962,25.64479256,27.3208313,23.85833359,1381.75,218.25,27,63.73950958,611.25,98.25,377.75,147,11.56458282,69.3528595,138.1291046,34.07499695,17.39999962,16.67499924,26.22916794,25.97916794,347.75,19561.1041666667,1.94166665275,2.40479171275,2,2,1,1,1,1,-1.28065575067976,2,2,2,1
SEEDGWAS1429.RN,0,0,1,-0.00900488,0.00350178,-0.0111022,0.00320729,0.00854959,0.00514941,-0.0046941,0.00429873,-0.0182826,-0.0013935,18.47500038,26.76770782,27.57916641,26.19583321,3636.75,654.25,14.75,82.4675827,1749.75,69.75,624,165.5,12.7854166,79.66172791,56.40455246,34.52500153,18.47500038,16.04999924,26.55833244,26.20833206,252,18763.0833333333,1.91250000408333,2.52583334841667,1,2,1,1,1,1,-1.51220879224405,1,1,2,0
SEEDGWAS143.RN,0,0,1,-0.00990697,0.0029245,-0.0106412,0.00783878,0.00951965,0.0101999,-0.00357233,-0.00305252,-0.00993562,-0.0107218,14.69999981,25.68229294,27.68333435,22.95833397,1069,193,26.5,64.95297241,472,86.5,379.25,96,15.01874924,69.05166626,198.8360748,36.45000076,14.69999981,21.75,27.05833244,23.83333397,73,17862.9166666667,2.299999992,2.46020831675,1,1,4,1,1,1,-1.41626951256823,1,1,1,2
SEEDGWAS1430.RN,0,0,1,-0.00882841,0.00428007,-0.0093953,0.00907144,0.015077,0.0102745,-0.00716698,-0.00299705,-0.0144545,-0.0160848,18.95000076,26.62604141,27.40833282,25.85416603,3005.75,531.75,13.5,84.10422516,1441.75,51.75,717,108,11.6520834,78.8681488,63.6431694,33.72499847,18.95000076,14.77500057,26.54583359,25.86249924,218,19817.7916666667,1.63958330941667,2.507499993,2,2,1,1,1,1,-1.26832866225268,2,2,1,1
SEEDGWAS1432.RN,0,0,1,-0.0089143,0.00335407,-0.00940937,0.00877097,0.0181697,0.0116418,-0.00350659,-0.000144,-0.0177157,-0.0166018,19.5,26.55624962,27.93333435,25.11249924,950.5,204.25,4,93.75646973,490.25,17.25,122.75,48.75,10.30416679,70.21058655,112.4020844,34.17499924,19.5,14.67500019,26.8125,26.03333282,360.5,19566.25,1.56666667258333,2.3885416985,1,1,1,1,1,1,-1.2734962534465,1,1,0,0
SEEDGWAS1438.RN,0,0,1,-0.00887655,0.00262394,-0.00888111,0.00740419,0.0128883,0.011385,-0.00524291,-0.00498956,-0.0152642,-0.0171848,19.22500038,26.55104065,27.23333359,25.77083397,2876.5,592,12.75,89.47837067,1385,57.5,448,143,10.76041698,77.55230713,60.44055939,33.09999847,19.22500038,13.87499905,26.57916641,25.79166603,252.75,19992.875,1.674999972,2.507708331,2,2,1,1,1,1,-1.43156222474894,0,0,2,1
SEEDGWAS1441.RN,0,0,1,-0.00870171,0.00261222,-0.00951668,0.00559239,0.0143522,0.0135847,-0.00578654,-0.0038356,-0.0122032,-0.0117222,19.20000076,27.33437538,28.21666718,26.44166565,1838.5,376,3,91.06945038,886,20.5,259.25,60.75,11.65208244,75.29709625,72.53170776,34.67499924,19.20000076,15.47499943,27.29999924,26.83333397,52.75,19558.6458333333,1.95833334333333,2.64250002308333,1,1,1,1,1,1,-1.24853912329956,1,1,1,1
SEEDGWAS1478.RN,0,0,1,0.00018974,-0.0089151,-0.0114982,0.0146724,0.0105459,-0.00876648,0.0131863,0.00948293,-0.00932989,0.00413949,14.60000038,25.94166565,28.54583359,22.70833397,1262.5,319.25,1,119.9670944,905.5,9,742.5,37.5,13.65416622,68.96121979,252.3418274,34.20000076,14.39999962,19.79999924,28.45833397,24.87083435,33,18219.9583333333,1.90624998016667,2.40312496825,1,1,1,1,1,1,-1.28571097194457,1,1,1,0
SEEDGWAS1479.RN,0,0,1,0.00202174,-0.00912368,-0.0118384,0.0179915,0.0126961,-0.00695483,0.0139042,0.0125009,-0.0155915,-0.00353186,14.60000038,25.94166565,28.54583359,22.70833397,1262.5,319.25,1,119.9670944,905.5,9,742.5,37.5,13.65416622,68.96121979,252.3418274,34.20000076,14.39999962,19.79999924,28.45833397,24.87083435,33,18219.9583333333,1.90624998016667,2.40312496825,1,1,1,1,1,1,-1.07931585650398,2,2,0,2
SEEDGWAS1483.RN,0,0,1,-0.00114034,-0.00467659,-0.0109221,0.0124386,0.0051029,-0.0103103,-0.000868496,0.00901296,-0.00123819,0.00483007,12.375,25.59791565,28.58749962,21.98749924,1272.75,339.25,1,127.519783,975.5,10,790.75,59,16.10000038,66.391716,278.7669678,36.59999847,12.35000038,24.25,28.07500076,25.22500038,86.75,18026.4375,1.59999997416667,2.18749997008333,1,1,1,1,1,1,-1.23495217736168,1,1,0,1
SEEDGWAS1487.RN,0,1,1,-0.00877638,0.000405658,-0.0118446,0.0029479,0.000849478,-0.00640772,-0.0132771,0.00863786,-0.000325456,0.0153607,10.375,25.23541641,29.60416603,20.46249962,750.25,211.5,2,121.0550613,555,9,441,57.75,16.57499886,60.99376297,380.5863647,37.54999924,10.375,27.17499924,29.0625,24.44583321,125,17673.4791666667,1.98541667066667,1.96541666991667,1,1,1,1,1,1,-1.4494482608041,1,1,0,0
SEEDGWAS1496.RN,0,0,1,0.0055418,-0.0206453,-0.000252848,-0.0130542,0.00315578,9.84586e-05,0.00206913,0.0149726,0.02979,-0.014091,-1.450000048,16.02291679,22.73749924,9.154167175,977.5,267.25,13,101.4518738,615,49,580,141.5,18.47083282,54.60727692,556.9802246,32.375,-1.450000048,33.82500076,22.03333282,15.47916698,1541.75,18564,2.56458330158333,0.969791670583333,1,1,2,1,1,1,-1.29356413127904,2,2,1,1
SEEDGWAS150.RN,0,0,1,-0.0123944,0.00161464,-0.000915847,-0.000445866,-0.00315261,-0.0110809,-0.00963178,-5.23417e-05,0.00656336,0.00865279,22.54999924,26.79166603,27.79999924,25.59583282,751.25,207.75,3,113.2186737,518.5,11.75,111,47.75,9.149999619,78.54191589,88.92524719,33.25,21.60000038,11.64999962,26.98333359,26.63750076,248,18507,1.94166667275,2.34729168808333,1,1,2,1,1,1,-1.42417802854052,2,2,1,0
SEEDGWAS1564.RN,0,0,1,-0.0143052,0.00336887,-0.00709617,-0.00717345,-0.0120104,0.0111339,0.0241089,-0.0117753,-0.000103419,-0.00288634,22,24.43229103,26.61666679,21.16250038,1092.75,165.25,38.75,48.99119568,461.5,128.25,461.5,158.75,10.45624924,62.3327713,234.8259888,32,15.22500038,16.77499962,26.61666679,22.62083435,366,15645.8333333333,3.10833332941667,2.13270831108333,1,1,1,2,1,1,-1.45201968701369,1,1,1,2
SEEDGWAS1566.RN,0,0,1,-0.0125793,0.00102798,0.0396129,0.0154582,0.0301237,0.0268694,0.00261944,-0.0263656,0.00432729,0.0262296,20.70000076,22.48645782,26.20000076,17.66250038,1053,188.25,5.75,83.7417984,553,21.5,439.5,72.75,12.39791679,54.9188385,362.2321777,32.59999847,10.02499962,22.57500076,25.40833282,19.49583435,699.5,16055.7291666667,2.16250001391667,1.75687498833333,1,1,2,1,1,1,-1.55831081729732,1,1,0,1
SEEDGWAS1581.RN,0,0,1,0.0103347,-0.0233787,0.0091607,-0.0215273,0.00151099,0.0184547,-0.0135432,0.0227338,0.0437955,-0.0347683,19.70000076,19.54270935,25.75416565,12.34999943,435.25,92,6,85.45641327,245,20,245,20,13.12291718,46.08583832,550.6271973,33.07499695,4.599999905,28.47499847,25.75416565,12.34999943,478.5,17149.2708333333,3.65833332133333,1.35020836183333,2,1,2,1,1,1,-1.15775630809984,2,2,0,0
SEEDGWAS1635.RN,0,0,1,0.00515335,-0.0129754,-0.00938817,0.0223683,0.0143509,-0.00747012,0.020909,0.0118763,-0.0173843,-0.0069409,14.07500076,26.34375,28.97916794,22.77499962,1418.25,426.75,1,133.0892487,1116,7,908.25,40.75,15.32499981,67.58557129,272.8546143,36.54999924,13.875,22.67499924,28.74583435,25.55833244,16.75,17975.2708333333,1.7333333195,2.2916667065,1,1,1,1,1,1,-1.22864915281716,2,2,2,1
SEEDGWAS1644.RN,0,0,1,-0.0113698,0.00367654,-0.0137679,-0.000640819,-0.00045314,-0.00784458,-0.0151663,0.0062031,-0.00102677,0.0231051,7.300000191,22.54062462,28.14999962,15.54166698,909.5,201.75,15,79.09474945,416.5,58,358.75,58,13.93958282,49.56280518,515.5533447,35.42499924,7.300000191,28.125,27.73333359,15.54166698,360.25,17204.8958333333,2.18541667841667,1.89395835991667,1,1,1,2,1,1,-1.15826335780214,0,0,1,1
SEEDGWAS1651.RN,0,0,1,-0.0112975,0.00439913,-0.01432,0.00152016,0.000221314,-0.00480525,-0.0130464,0.00281068,-0.00268243,0.0103873,18.60000038,27.32083321,28.20000076,26.68333435,2822,539.75,11.25,84.54075623,1375,46.75,458,46.75,13.25,78.75230408,61.62274551,35.42500305,18.60000038,16.82500076,27.10833359,26.68333435,141.5,17960.9166666667,2.16041664283333,2.61229161425,2,2,1,1,1,1,-1.26899623413073,0,0,0,2
SEEDGWAS1654.RN,0,0,1,-0.00811128,0.00149827,-0.0119063,0.00357787,0.00632947,-0.00116463,0.000281147,0.0130908,-0.0173103,0.0218263,11.625,24.19791603,26.875,21.6875,1026.25,216.5,3.5,109.4461823,630,18.5,293,29,16.25416565,65.87316132,204.3494873,36.30000305,11.625,24.67500114,25.01250076,23.375,982.75,18333.0416666667,1.46874998,1.80104167275,1,1,1,1,1,1,-1.10035235820092,2,2,0,2
SEEDGWAS1694.RN,0,0,1,-0.00211089,-0.00355298,-0.00879281,0.0162051,0.00887242,-0.00599106,-0.00125316,-0.000271409,0.00151918,-0.0163508,18.875,26.73020935,27.82916641,25.51250076,939.25,249.5,1,114.360466,606.75,5,514.75,25.25,11.83541679,78.38032532,93.43488312,33.69999695,18.60000038,15.09999847,27.53333282,25.76666641,131.25,18207.3541666667,2.35833332941667,2.45958332241667,1,1,1,1,1,1,-1.28327095561151,1,1,1,1
SEEDGWAS1713.RN,0,0,1,0.00309096,-0.011029,-0.00919542,0.021881,0.00932231,-0.0111946,0.00653317,0.00463912,0.00262801,-0.0157043,14.82499981,25.72291565,28.20833397,22.95416641,755.25,204,2,108.8868103,501.5,7,368.5,38.25,13.64999962,70.81697083,224.2480774,33.52500153,14.25,19.27499962,28.13750076,24.21666718,24.25,18191.625,2.07500000783333,2.486041685,1,1,1,1,1,1,-0.758566430723499,2,2,1,0
SEEDGWAS1714.RN,0,0,1,-0.00992856,0.00248502,-0.0127378,0.0043401,-0.000628888,-0.0120871,-0.0215265,-4.97546e-06,0.0156801,0.00994477,14.82499981,25.72291565,28.20833397,22.95416641,755.25,204,2,108.8868103,501.5,7,368.5,38.25,13.64999962,70.81697083,224.2480774,33.52500153,14.25,19.27499962,28.13750076,24.21666718,24.25,18191.625,2.07500000783333,2.486041685,1,1,1,1,1,1,-1.23665035873149,2,2,2,2
SEEDGWAS1715.RN,0,0,1,0.00294742,-0.00999355,-0.00957418,0.0217973,0.00817959,-0.00998688,0.00502836,0.00618184,0.00781012,-0.0204416,12.80000019,24.74583435,26.77916718,22.11666679,1799.25,450.75,4,118.3933563,1247.5,17.5,661.5,51,15.10833359,65.75980377,195.8047333,35.52500153,12.55000019,22.97500038,26.29166603,23.41666603,419.25,18279.0833333333,1.53541664266667,2.19604169333333,1,1,1,1,1,1,-1.13018864349509,1,1,1,2
SEEDGWAS1716.RN,0,0,1,0.00246158,-0.00813643,-0.00906762,0.019239,0.00701049,-0.0115875,0.00546531,0.00455256,0.000834528,-0.0201489,12.80000019,24.74583435,26.77916718,22.11666679,1799.25,450.75,4,118.3933563,1247.5,17.5,661.5,51,15.10833359,65.75980377,195.8047333,35.52500153,12.55000019,22.97500038,26.29166603,23.41666603,419.25,18279.0833333333,1.53541664266667,2.19604169333333,1,1,1,1,1,1,-1.14176179256366,2,2,1,1
SEEDGWAS1721.RN,0,0,1,-0.00788669,-0.00157562,-0.00970893,-0.00225515,-0.00235775,-0.00831904,-0.014796,0.00606665,0.0169405,0.0083351,16.10000038,27.27291679,30.21666718,25.23333359,1089.5,248.25,1.75,117.8936462,717,8.75,255.5,23,14.78750038,63.60284805,205.0845947,39.34999847,16.10000038,23.25,26.65416718,28.29166603,517.5,18337.1458333333,1.34583335133333,2.15499999116667,1,1,1,1,1,1,-1.35444989788712,2,2,2,2
SEEDGWAS1736.RN,0,0,1,-0.0130733,0.0017677,-0.0122698,-0.00219169,-0.00951484,-0.00871438,-0.0189212,-0.00415513,0.0207606,0.0112632,14.55000019,26.34687424,28.92083359,22.92499924,1456,424,1,127.9416275,1110,10,896,67,14.81041718,68.6466217,265.4174805,35.82500076,14.25,21.57500076,28.82500076,25.48749924,16,17884.0625,1.61458332333333,2.30958334608333,1,1,1,2,1,1,-1.48682925564035,2,2,2,1
SEEDGWAS1737.RN,0,0,1,-0.00504228,-0.00290583,-0.0109132,0.0106339,0.00433989,-0.0096678,-0.00618794,0.00342354,0.000561144,-0.00796793,14.55000019,26.34687424,28.92083359,22.92499924,1456,424,1,127.9416275,1110,10,896,67,14.81041718,68.6466217,265.4174805,35.82500076,14.25,21.57500076,28.82500076,25.48749924,16,17884.0625,1.61458332333333,2.30958334608333,1,1,1,2,1,1,-1.5198247645911,1,1,0,0
SEEDGWAS1759.RN,0,0,1,-0.0113716,0.00447042,-0.0134407,0.00239793,-0.00216459,-0.0121098,-0.0203423,0.00589411,0.012467,0.0136954,0.400000006,17.88958359,24.04999924,10.97916698,445,106.5,3,107.5895386,301.75,16.25,262,24,18.16250038,53.97489929,543.3668213,34.04999924,0.400000006,33.64999771,22.65833282,15.50833321,1598.5,17484.25,2.50208330158333,0.992083335833333,4,3,4,3,3,3,-1.47334555987971,1,1,0,1
SEEDGWAS1767.RN,0,0,1,0.0143849,0.00212244,-0.00166248,0.0082406,-0.000631231,-0.00767741,0.0050765,0.00296712,0.00222527,-0.00414116,7.574999809,21.28958321,23.9375,17.72916603,942,247.25,4,118.2141953,644,14,451.25,32.5,17.39583397,65.8932724,258.3064575,33.97499847,7.574999809,26.39999962,23.49166679,20.46666718,1553.25,18096.2708333333,1.64791663483333,1.31083332016667,1,1,1,1,1,1,-1.3142062387211,2,2,1,0
SEEDGWAS1769.RN,0,0,1,-0.0141394,0.00313047,-0.00596262,-0.00493167,-0.0117968,0.00854846,0.0135031,-0.0180031,0.0107283,-0.0128356,12.82499981,18.79583359,19.52916718,18.02083397,2212.25,370.75,24.5,61.86577988,924,175.5,391,330.75,10.10416698,81.15766144,61.96485138,25.27499962,12.82499981,12.44999981,18.79166603,18.95833206,1451.25,19602.1041666667,3.05416663483333,1.90187498925,2,2,1,1,1,1,-1.26133556741294,2,2,2,1
SEEDGWAS178.RN,0,0,1,-0.0135701,0.00321732,-0.00503478,-5.47327e-05,-0.00305112,0.0155607,0.0148603,-0.0137213,-0.00731739,-0.00497083,21.32500076,26.12916756,26.99583435,25.375,3269.25,430,160.75,31.12837029,1057,536,663.5,1014.25,8.091667175,79.91874695,63.57051468,31.39999962,21.27499962,10.125,25.68333435,26.64166641,50.75,19117,2.68333333716667,2.82145835958333,2,2,1,1,1,1,-1.47906406724424,1,1,2,1
SEEDGWAS1788.RN,0,0,1,-0.00595943,0.00249344,-0.00881138,0.000509481,-0.00105626,-0.00935279,-0.0145487,0.00632097,0.0157893,0.00695178,3.799999952,21.18124962,27.02083206,14.09166622,199.25,37,2,67.81773376,96,13,88,26,17.57916641,55.32396698,535.5843506,35.57499695,3.799999952,31.77499962,26.17499924,18.97916794,1103,16365.2083333333,2.33958328766667,1.24645833166667,2,2,1,1,2,1,-1.46221250257325,0,0,0,1
SEEDGWAS1796.RN,0,0,1,-0.00942728,0.00312163,-0.00674369,0.00910297,0.014667,0.00972293,-0.00924585,-0.00819313,-0.00268261,-0.0194607,15.25,23.05624962,24.10833359,21.92916679,1546.25,303.5,1.75,92.59977722,737.25,15,250,40.25,11.78750038,75.32000732,89.52084351,30.89999962,15.25,15.64999962,23.28333282,22.09583282,987.5,20120.75,1.92708333341667,2.05312500391667,1,1,1,1,1,1,-1.24555910367284,1,1,1,0
SEEDGWAS1800.RN,0,0,1,-0.0090142,0.00465066,-0.00773851,0.0100558,0.0146141,0.00968436,-0.0128333,-0.00872916,-0.00382825,-0.0196583,15.80000019,23.48229218,24.64583206,22.37916565,1345.75,266.25,0.25,94.83986664,658.5,8.75,207.75,25.75,11.61458397,74.45246124,90.87034607,31.39999962,15.80000019,15.59999943,23.79999924,22.89583397,874.5,20212.4166666667,1.85416666666667,2.09854163725,1,1,1,1,1,1,-1.24497027266458,2,2,0,1
SEEDGWAS1833.RN,0,0,1,-0.0102944,0.00461416,-0.0105679,0.00377709,0.00136557,-0.00183581,-0.0127232,0.00253754,-0.00170619,-0.00253369,14.52499962,24.01250076,25.82916641,22.20416641,1464.75,298.25,9,94.40036774,757.25,32,414.5,89.25,13.36250019,68.61711884,145.3525391,34,14.52499962,19.47500038,24.27083206,23.14999962,825,18390.4375,1.7270833155,2.09249998116667,1,1,2,2,1,1,-1.25761016662915,1,1,1,0
SEEDGWAS1844.RN,0,0,1,-0.0157088,0.00144193,0.0522591,0.016567,0.00862624,-0.00394679,0.000575059,-0.00572525,0.00457045,0.0087778,18.17499924,18.88437462,23.64166641,14.19999981,1740,163,132,7.194870949,458.5,417.75,419.25,432,11.01458359,51.71190643,389.7778931,29.875,8.574999809,21.29999924,16.57916641,22.95416641,334.25,15387.8125,2.79166668658333,1.64541666708333,3,2,3,1,1,1,-1.56142438031001,1,1,1,2
SEEDGWAS2043.RN,0,0,1,-0.0155413,0.00345709,-0.00579868,-0.0126071,-0.0270045,-0.00233987,0.0253865,-0.0197717,0.0187462,-0.0146632,18.15000153,20.53437424,22.26250076,17.72916794,1551,275.5,20.25,73.66064453,759,73.5,687,102,10.7145834,64.25575256,195.0666199,27.34999847,10.67500019,16.67499924,22.21249962,17.86249924,858.75,15309.1666666667,2.10625001783333,1.77124999975,3,2,1,1,1,1,-1.11220153764547,2,2,0,2
SEEDGWAS2092.RN,0,0,1,0.00568038,-0.013023,-0.00884751,0.0242709,0.010905,-0.0131674,0.0127845,0.00855091,0.00465656,-0.0156259,12.69999981,25.60000038,28.52499962,21.68333244,1204.25,331.25,1,124.272728,899.75,4.25,713.75,40,15.44999981,67.39367676,300.1000366,35.52500153,12.60000038,22.92499924,28.35000038,24.46666718,7.5,17755.1875,2.12916665275,2.288125048,2,1,1,2,3,1,-1.44326844733467,1,1,0,0
SEEDGWAS2093.RN,0,0,1,0.00517717,-0.0118865,-0.00991893,0.0220806,0.0123251,-0.00897219,0.0185718,0.0110203,-0.00473021,-0.01111,12.5,25.70208359,28.54583359,21.92083359,1246.25,348,1,126.8235474,947.5,5,756.5,42.75,15.88750076,67.03586578,291.6506348,36.20000076,12.5,23.70000076,28.27083206,24.80416679,9.75,17810.875,1.92499998216667,2.27458338941667,2,1,1,2,3,1,-0.957792257960242,2,2,1,2
SEEDGWAS2108.RN,0,0,1,-0.00515604,0.00229235,-0.00847766,0.00127743,-0.000932411,-0.00992477,-0.017323,0.00315834,0.0164211,0.0061175,17.10000038,26.82708359,28.50833321,24.85833359,807,191.5,0,108.5894547,527.25,3,452.5,29.25,13.59583282,77.13961792,155.3199158,34.17499924,16.54999924,17.625,28.42499924,25.05416679,43,18039.3125,2.154166629,2.4464583395,1,1,1,1,1,1,-1.51605116968659,0,0,0,1
SEEDGWAS2156.RN,0,0,1,-0.0125461,0.000948607,0.0302978,0.0117825,0.019219,0.0198115,-0.00544878,-0.0258559,0.0256432,0.0101685,22.02499962,22.57916641,26.83749962,17.14166641,1235,223.5,5,84.4063797,646.5,32.5,646.5,38,11.98333359,52.27230835,404.2038574,32.875,9.949999809,22.92499924,26.83749962,19.03750038,460.5,16207.7916666667,1.93333331741667,1.81666666258333,2,2,1,2,1,1,-1.40624524764032,1,1,0,1
