Name,KMeans_Ab10,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,S10_71197305,S10_71198303,S3_192484757,S3_192486778,S3_192562582,S4_193239638,S4_193239646,S4_193239658,S8_73817047,S9_29026157,S9_29026173
13S040501.SW,1,0,0.0200425,-0.0442193,-0.00121417,0.0107392,0.0275631,-0.00116739,-0.0136346,-0.0244597,-0.0223625,0.0168347,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,0,1,2,2,2,0,0,0,0,1,1
13S040904.SW,0,1,0.0160555,-0.055125,0.0106838,-0.0367859,0.0109356,0.0265658,-0.0295983,0.0381572,0.0592134,-0.0651937,32.10416412,13.05416679,208.75,30.25,2,48.37712097,71.25,12,53.25,65,15.83125019,44.15955353,787.3967896,40.82500076,4.974999905,35.84999847,31.75416565,25.66666603,368.5,19678.7291666667,2.73333332941667,0.913125003416667,Good,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1
13S041001.SW,0,0,0.0190426,-0.0414024,0.000452347,0.00926858,0.0234381,0.00117905,-0.0148059,-0.0237122,-0.0245474,0.0225689,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,Good,1,1,1,1,1,0,0,2,0,2,2,1,2,0,0,0
13S041002.SW,0,0,0.0209504,-0.0445115,0.000726376,0.0105075,0.0300366,-0.000740844,-0.0147408,-0.0239796,-0.0244587,0.0152223,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,Good,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1,0
13S041410.SW,0,0,0.0119285,-0.0509261,0.0111627,-0.0395614,0.0152812,0.0237604,-0.0334458,0.0342044,0.0588367,-0.0767341,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13S041703.SW,0,0,0.0148361,-0.0492139,0.0070341,-0.0245651,0.0193294,0.0180636,-0.0260176,0.0112302,0.0297884,-0.0451855,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,0,2,1,1,0,0,0,0,0,2,2
13S041705.SW,0,0,0.0156809,-0.0507747,0.00807055,-0.0250915,0.0188512,0.0194668,-0.0277375,0.0106234,0.0315649,-0.0468885,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,2,1,2,2,0,0,0,0,0,0,2
13S041804.SW,0,0,0.0171582,-0.0518921,0.00719156,-0.0201717,0.0239965,0.0159479,-0.0293913,0.0116022,0.0268414,-0.0411566,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,0,0,2,2,1,0,0,0,0,1,1
13S042107.SW,0,1,0.0168002,-0.0510532,0.0071516,-0.0202912,0.0214322,0.0187283,-0.0261547,0.0107204,0.0453904,-0.0458459,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,Good,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
13S042302.SW,0,0,-0.00948074,-0.000506725,-0.0109363,-0.0041589,0.000691922,-0.00864552,-0.0192636,0.00542512,0.0135322,0.0254288,24.61666679,3.329166651,260.5,47.5,11.25,51.05908585,116,36.25,101.5,36.25,15.73750019,40.77072525,864.012207,33.90000153,-4.699999809,38.60000229,23.59166718,3.329166651,1608.25,19051.6666666667,3.529166619,0.764166668083333,Good,1,1,1,2,1,2,2,0,0,1,0,0,0,2,2,0
13S042303.SW,0,0,-0.0095667,-0.000286361,-0.0115565,-0.00399798,0.000380061,-0.0103967,-0.0195166,0.0057429,0.0140545,0.0224781,24.61666679,3.329166651,260.5,47.5,11.25,51.05908585,116,36.25,101.5,36.25,15.73750019,40.77072525,864.012207,33.90000153,-4.699999809,38.60000229,23.59166718,3.329166651,1608.25,19051.6666666667,3.529166619,0.764166668083333,Good,1,1,1,2,1,2,0,2,2,1,0,0,0,1,1,0
13S042806.SW,0,0,0.0128198,-0.0299758,-0.00501179,0.0176318,0.00523785,-0.00928518,0.00580464,-0.00852055,-0.0136925,0.006712,30.66250038,11.63333321,203,31,3,48.68283081,75.25,13,59,61,17.12916756,45.86122894,782.3231812,39.84999847,2.5,37.34999847,30.24166679,24.07500076,360.25,19301.3333333333,2.71041663491667,0.932291661666667,Good,1,1,1,2,1,1,2,2,0,2,1,1,1,0,0,0
13S043111.SW,1,1,0.0162953,-0.0349546,-0.0026966,0.0181663,0.00631059,-0.00395162,0.00467963,-0.00672399,-0.00936794,0.00822232,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,1,0,2,0,0,0,0,0,1
13S043207.SW,1,0,0.0188538,-0.0412595,0.00172078,0.00981145,0.0237141,-0.00239647,-0.0149001,-0.0253114,-0.0171318,0.00974956,23.5625,2.3125,264.25,48.25,11.25,50.79954529,118.75,38.75,103.75,38.75,17.21458435,42.82247162,862.8405151,33.75,-6.449999809,40.20000076,22.71250153,3.699999809,1594.25,19138.2916666667,3.43125003591667,0.779166673666667,Good,1,1,1,2,1,0,0,2,2,2,0,0,0,0,1,0
13S043501.SW,0,1,0.0200654,-0.0421438,0.0012715,0.0126389,0.0228721,0.000176033,-0.0100854,-0.0203688,-0.0160916,0.0230625,31.60000038,12.7541666,261.5,33.25,2,46.82492447,87.5,16,60,85.25,17.15833282,46.37398148,780.6939697,41.375,4.375,37,14.09583378,24.97083282,387.75,19570.875,2.71666665883333,0.904791678083333,Good,1,1,1,2,1,0,2,0,1,2,0,0,0,0,1,1
13S043606.SW,0,0,0.017345,-0.0409904,0.00240295,-0.000448398,0.0219587,0.002818,-0.014236,-0.0123276,-0.00593585,0.00495033,22.62083244,0.537500024,225.5,33.5,8.25,39.9145546,86.5,32.25,69.25,48.25,17.23749924,42.01699066,896.8266602,33.17499924,-7.850000381,41.02500153,19.92499924,15.39999962,1745,18452.4166666667,2.80208331333333,0.65499999875,Good,1,3,1,1,1,1,1,2,0,2,0,0,0,0,1,0
13S043905.SW,0,0,0.00246564,-0.0130754,-0.0108359,0.0131417,-0.00807727,-0.0121485,0.0108067,0.000283837,-0.0049878,0.000218647,29.92916679,18.29583359,582.5,162.75,4,116.2563171,420.25,16.75,338.5,69.75,16.32291603,55.09846115,482.4788818,38.92499924,9.300000191,29.625,29.29583359,23.60833359,186.75,18299.8125,1.93333333733333,1.59020833175,Good,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,0
13S044008.SW,0,0,0.0188499,-0.0418057,0.00158498,0.00801548,0.0250738,0.000123494,-0.0143707,-0.0214978,-0.0171949,0.0144324,18.61666679,-2.495833397,330.75,55.5,14,46.04351044,141,46.5,132.5,46.5,18.03333282,42.75812149,853.8711548,29.39999962,-12.77499962,42.17499924,18.03750038,-2.495833397,2117,18188.7083333333,3.86249997225,0.646874989083333,Good,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
13S044507.SW,0,0,0.0202981,-0.0444087,0.00162186,0.00909706,0.0252501,0.000845496,-0.0128575,-0.0258902,-0.0238714,0.0146686,22.46666718,0.804166675,215.25,31.5,6,38.83259964,80.5,27,63.5,48.5,16.76666641,41.73392487,877.8106079,33.02500153,-7.149999619,40.17499924,21.70416641,15.38750076,1770.5,18617.625,2.98124998808333,0.59583333125,Good,1,1,1,1,1,1,2,2,2,2,0,0,0,0,1,0
13S045302.SW,1,0,0.0185492,-0.040773,0.0010747,0.00694392,0.0231672,0.0019171,-0.0117565,-0.0202973,-0.0244763,0.0191914,22.84166718,1.608333349,219.75,34,6,42.19387817,86.75,27,68,46.5,17.58333397,43.3087616,862.0203247,33.625,-6.974999905,40.59999847,22.15416718,15.72916698,1717.75,18792.0416666667,2.99583329758333,0.61270831775,Good,1,1,1,1,1,0,0,1,1,2,0,0,0,0,1,2
13S045404.SW,0,0,0.0203253,-0.0431967,0.00484515,0.00524651,0.0246767,0.00232062,-0.0113225,-0.0195038,-0.0143,0.0110921,20.37916565,-0.779166639,279,53,10.5,56.9581604,132.5,35.25,120.25,36.5,17.06458282,41.46905136,861.3974609,30.97500038,-10.17500019,41.15000153,20.07083511,1.058333278,1882.75,18503.8333333333,3.56249999991667,0.70812499275,Good,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2
13S045805.SW,0,0,0.0200496,-0.0437485,0.0032781,0.00610799,0.0251089,0.00256581,-0.0130249,-0.0185655,-0.0126004,0.0082121,21.31666565,0.483333349,279.25,54,11,58.64167404,134.75,35.25,121.25,35.5,18.16666794,43.64366531,850.8982544,32.32500076,-9.300000191,41.625,21.09166718,2.183333397,1804.5,18527.375,3.53125003966667,0.728333324166667,Good,1,1,1,1,1,2,1,2,0,2,0,0,0,0,1,1
13S046010.SW,0,0,-0.00468009,-0.0204962,-0.000214762,-0.0318805,0.00502573,-0.00761729,-0.0050515,0.0110453,0.0272949,-0.0216242,27.42083359,8.454166412,815.75,111,42,30.23351669,279,141.5,201.25,141.5,13.59375,39.20327759,770.329895,34.97499847,0.300000012,34.67500305,22.08333397,8.454166412,332.75,16919.8333333333,4.01458328966667,1.42708332341667,Good,1,1,1,1,1,2,2,1,0,0,0,0,0,0,2,0
13S046305.SW,0,1,0.0191738,-0.0401837,0.0028598,0.00232282,0.0194722,0.00295216,-0.00975066,-0.0105179,-0.000318822,0.011694,16.03750038,-3.349999905,524.75,80.25,28.75,33.73064041,194.5,88,171.75,116.75,16.52708435,42.18777847,796.3326416,26.57500076,-12.60000038,39.17499924,15.98333359,8.925000191,2412.75,18114.6875,3.45416661108333,0.644166668333333,Good,1,2,1,1,1,0,0,2,0,2,1,1,1,0,0,1
13S046307.SW,0,1,0.0190194,-0.0383738,0.00195745,0.00302676,0.0183212,0.00288085,-0.00696826,-0.0114289,0.000112627,0.0132512,16.03750038,-3.349999905,524.75,80.25,28.75,33.73064041,194.5,88,171.75,116.75,16.52708435,42.18777847,796.3326416,26.57500076,-12.60000038,39.17499924,15.98333359,8.925000191,2412.75,18114.6875,3.45416661108333,0.644166668333333,Good,1,2,1,1,1,0,0,2,0,2,1,0,1,0,0,1
13S046805.SW,0,0,0.0199838,-0.0451221,0.00303058,0.00416888,0.0266537,0.00478451,-0.0146503,-0.0225948,-0.0184155,0.00296951,22.09166718,1.741666675,259.5,42,7,46.4588089,108.25,28.75,85.25,57,17.14166641,43.7570076,829.046814,32.5,-6.675000191,39.17499924,21.57916641,14.99166679,1883.75,18944.8333333333,3.18541663875,0.5858333335,Good,1,1,1,1,1,0,0,2,2,2,1,0,1,0,0,1
13S046905.SW,0,0,0.0209717,-0.0442544,0.00152038,0.00986658,0.0285104,0.00111135,-0.0166972,-0.0295726,-0.0212122,0.0166935,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,Good,1,1,1,1,1,0,0,2,2,2,0,0,0,0,0,1
13S047001.SW,0,1,0.0180905,-0.00720889,-0.00351425,0.0163922,-0.0110033,-0.0109965,0.0332886,0.0105366,0.0444314,0.0182682,20.16250038,8.545833588,705.25,174.25,11,94.06004333,434,39.25,397,98.75,18.41041565,58.2148056,476.3072815,30.125,-1.5,31.625,19.52083206,14.14166641,2253.5,18073.2708333333,3.02291665466667,0.773333330916667,Good,1,2,1,1,1,1,NA,2,1,2,0,0,0,0,1,1
13S047403.SW,0,1,0.0202838,-0.0464438,0.00192869,0.00560828,0.0263819,0.00251803,-0.0135408,-0.0179306,-0.00565178,0.0150381,21.31666565,0.483333349,279.25,54,11,58.64167404,134.75,35.25,121.25,35.5,18.16666794,43.64366531,850.8982544,32.32500076,-9.300000191,41.625,21.09166718,2.183333397,1804.5,18527.375,3.53125003966667,0.728333324166667,Good,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2
13S047404.SW,0,1,0.0202564,-0.044515,0.00215497,0.00356247,0.0270386,0.00328972,-0.0160637,-0.0188791,-0.010589,0.0120931,21.31666565,0.483333349,279.25,54,11,58.64167404,134.75,35.25,121.25,35.5,18.16666794,43.64366531,850.8982544,32.32500076,-9.300000191,41.625,21.09166718,2.183333397,1804.5,18527.375,3.53125003966667,0.728333324166667,Good,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
13S047701.SW,1,0,0.0205039,-0.042722,-0.000556954,0.0115206,0.0285353,-0.00046088,-0.0141439,-0.0270413,-0.0259234,0.017708,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,0,1,2,2,0,0,0,0,1,1
13S047702.SW,1,0,0.0204956,-0.0430183,6.16925e-05,0.0117497,0.0292803,-0.00124438,-0.0137854,-0.0277242,-0.0240586,0.0172838,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,0,0,1,1,2,0,0,0,0,1,1
13S047802.SW,0,0,0.0154729,-0.0455385,0.00581849,-0.0148165,0.0204786,0.00807286,-0.0188951,-0.00113002,0.0116351,-0.0182403,22,1.154166698,331,56.5,16.75,46.52333832,143.5,52.25,127,52.25,15.26249981,40.2168045,846.1288452,31.5,-6.449999809,37.95000076,21.02083206,1.154166698,1826.25,18993.7083333333,3.68541669833333,0.739583333333333,Good,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
13S047806.SW,0,0,0.0148978,-0.0435344,0.00571599,-0.0135523,0.0195838,0.00982642,-0.0181202,-0.000861594,0.00913095,-0.018837,22,1.154166698,331,56.5,16.75,46.52333832,143.5,52.25,127,52.25,15.26249981,40.2168045,846.1288452,31.5,-6.449999809,37.95000076,21.02083206,1.154166698,1826.25,18993.7083333333,3.68541669833333,0.739583333333333,Good,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
13S048101.SW,0,0,0.00630374,-0.0319554,0.00369621,-0.0297398,0.00573221,0.0098947,-0.0144248,0.0160385,0.0354292,-0.0440571,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,0,1,0,1,0,0,0,0,1,0
13S048102.SW,0,0,0.00823057,-0.0327333,0.00338455,-0.0284469,0.00544053,0.0089784,-0.0134521,0.0143367,0.035359,-0.0448427,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0
13S048109.SW,0,0,0.00691708,-0.0314822,0.00312511,-0.0292002,0.00766269,0.00976251,-0.0137267,0.0141522,0.0326829,-0.0419475,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,2,2,1,0,1,0,0,0,0,1,0
13S048205.SW,0,0,0.0210158,-0.0431733,0.0024052,0.00921987,0.0227936,-0.000958791,-0.0116842,-0.0253486,-0.0189647,0.0181453,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,Good,1,1,1,1,1,1,0,1,0,2,0,0,0,0,1,1
13S048206.SW,1,1,0.0206005,-0.0447591,0.00206911,0.0125597,0.0270834,-0.000149608,-0.0113155,-0.0236072,-0.0111188,0.0210995,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,Good,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,1
13S048508.SW,0,0,0.0182348,-0.0431983,0.000798637,0.00531991,0.0250756,-0.000920728,-0.0134845,-0.0256925,-0.0181399,0.0167969,21.31666565,0.483333349,279.25,54,11,58.64167404,134.75,35.25,121.25,35.5,18.16666794,43.64366531,850.8982544,32.32500076,-9.300000191,41.625,21.09166718,2.183333397,1804.5,18527.375,3.53125003966667,0.728333324166667,Good,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
13S050306.SW,0,1,0.0111369,-0.0141076,-0.00747628,0.0153164,-0.0112942,-0.00940441,0.0264522,0.00474572,0.0214034,0.00998735,21.17916679,7.574999809,946.5,250.25,15,96.44752502,575.5,50,547.75,148.75,18.67083359,55.44402313,558.0493164,30.67499924,-3,33.67499924,20.48333359,13.94999981,1834.5,18524.75,2.77708333733333,0.8570833305,Good,1,2,1,1,1,1,1,2,1,2,1,1,1,0,1,1
13S050701.SW,0,0,0.00808498,-0.0119689,-0.00864756,0.0193702,-0.0128322,-0.0100832,0.0173646,0.00197039,0.00170189,-0.00178114,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,Good,1,2,1,1,1,1,1,2,2,2,0,0,0,0,2,1
13S050703.SW,0,0,0.0081935,-0.0143157,-0.00925301,0.0206283,-0.0111915,-0.0073914,0.0169521,0.00102482,-0.00561395,-0.00611016,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,Good,1,2,1,1,1,1,1,2,2,2,0,0,0,1,2,0
13S050706.SW,0,1,0.0080912,-0.0134775,-0.00708323,0.0205832,-0.0102829,-0.00869821,0.0201981,0.00948421,0.00402559,0.000239169,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,Good,1,2,1,1,1,1,2,1,1,0,1,1,1,0,2,0
13S051212.SW,0,1,0.0199486,-0.000369122,-2.89954e-05,0.0090773,-0.00485549,-0.00910116,0.023171,0.00503217,0.0348001,0.0257369,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,Good,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1
13S051304.SW,0,0,-0.0109307,0.00174704,-0.0151743,-0.000723061,-0.00025499,-0.00923314,-0.0216647,0.00225764,0.0140126,0.0247215,29.46250153,12.39999962,296.75,71,3,83.20488739,162.5,13,137.5,68,18.72083282,52.00231552,702.1248779,39.09999847,3.099999905,36,29.19583321,23.52916718,560.5,19268.8125,2.33541663508333,1.22416668141667,Good,1,1,1,1,2,1,1,1,1,2,0,0,0,1,2,2
13S051401.SW,0,1,0.00743554,-0.0152183,-0.00764219,0.0148589,-0.0122332,-0.0108709,0.0224533,0.00728188,0.0156545,0.010334,22.72083282,9.4375,959.5,271.25,14.25,104.3962936,611.75,50.25,586.75,121,18.59791756,55.14620972,545.3907471,32.59999847,-1.125,33.72499847,21.95416641,15.8125,1594.25,18589.4166666667,2.60416670641667,0.942708343333333,Good,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1
13S051702.SW,0,0,0.00952257,-0.0203142,-0.00883719,0.0222624,-0.00956905,-0.00822181,0.0171043,0.000279783,-0.0140161,-0.0056103,26.95416641,16.36249924,696.75,186.75,4.5,110.0462875,477.5,23.25,406.75,94,15.77916622,55.76097107,439.7609863,36.04999924,7.75,28.29999924,26.23333359,21.26666641,879.75,18357.9791666667,2.01250000791667,1.30895831183333,Good,1,1,1,1,1,0,0,2,2,2,1,1,1,0,0,0
13S052106.SW,0,0,0.0181885,-0.00359054,-0.00244819,0.013013,-0.00907143,-0.0101721,0.0249366,0.00541311,0.0334685,0.0132829,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,Good,1,2,1,1,1,0,0,0,0,1,1,1,1,0,2,0
13S052205.SW,0,1,0.0170116,-0.0112743,-0.00318785,0.0210728,-0.0137269,-0.0131098,0.0406112,0.00906707,0.0521237,0.0291816,22.28333282,10.39166641,808.25,197.25,9.75,93.27274323,491.5,42,455,119,17.74374962,56.59955215,489.2949219,32.25,0.900000036,31.35000038,21.60000038,16.28750038,1943.25,18259.625,2.71250003583333,0.876250003666667,Good,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1
13S052901.SW,0,0,0.00460775,-0.0147117,-0.00909947,0.0147165,-0.00726208,-0.00789927,0.00444881,0.00177165,-0.00616959,0.00435578,30.08749962,14.45000076,446.75,123.5,2,113.7145004,314,13.25,261.25,70.5,20.32916641,55.46840286,646.383667,40.20000076,3.549999952,36.65000153,29.83749962,20.84583282,384.25,18515.1875,2.25833328575,1.3541666815,Good,1,1,1,1,2,1,0,2,2,2,0,0,0,0,2,1
13S052907.SW,0,0,0.00339679,-0.0153514,-0.00792962,0.0141392,-0.00319417,-0.00512171,0.0066201,0.00206454,-0.00248653,-0.000247788,30.08749962,14.45000076,446.75,123.5,2,113.7145004,314,13.25,261.25,70.5,20.32916641,55.46840286,646.383667,40.20000076,3.549999952,36.65000153,29.83749962,20.84583282,384.25,18515.1875,2.25833328575,1.3541666815,Good,1,1,1,1,2,1,1,1,0,1,0,0,0,0,2,0
13S053002.SW,0,1,0.0184143,-0.00628213,-0.00223482,0.0167743,-0.01224,-0.0110994,0.0339157,0.00893858,0.046405,0.0199572,19.15833282,7.099999905,699.25,167.25,11,89.47032928,418.25,40.75,380.25,106.75,18.42708206,57.4500885,494.1845093,29.20000076,-2.875,32.07500076,18.52499962,12.82083321,2261.5,18147.1875,3.05624997616667,0.759374998583333,Good,1,2,1,1,1,1,NA,1,0,2,1,1,1,0,1,1
13S053003.SW,0,1,0.0185965,-0.00838211,-0.00142785,0.0162762,-0.0119759,-0.0135763,0.0331021,0.00951326,0.0445494,0.0230911,19.15833282,7.099999905,699.25,167.25,11,89.47032928,418.25,40.75,380.25,106.75,18.42708206,57.4500885,494.1845093,29.20000076,-2.875,32.07500076,18.52499962,12.82083321,2261.5,18147.1875,3.05624997616667,0.759374998583333,Good,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1
13S053005.SW,1,1,0.0182488,-0.00550781,-0.00245767,0.0124849,-0.0106869,-0.0148887,0.0339667,0.00869899,0.0444141,0.0154535,19.15833282,7.099999905,699.25,167.25,11,89.47032928,418.25,40.75,380.25,106.75,18.42708206,57.4500885,494.1845093,29.20000076,-2.875,32.07500076,18.52499962,12.82083321,2261.5,18147.1875,3.05624997616667,0.759374998583333,Good,1,2,1,1,1,0,0,1,1,1,1,1,1,1,0,1
13S053301.SW,0,0,-0.00825441,-0.00998493,-0.00691731,-0.0204692,-0.00255551,-0.00659483,-0.010834,0.000372917,0.0132888,0.00575948,31.00833321,17.29999924,301,76.75,1,105.2433548,205.5,6,205.5,54,14.94791698,51.90248871,572.0422974,37.70000076,8.899999619,28.80000114,31.00833321,25.88333321,9,18202.2083333333,2.574999988,1.72500000391667,Good,1,1,1,1,1,1,2,2,2,2,0,0,0,0,2,0
13S053406.SW,0,1,0.0160309,-0.0111396,-0.00398031,0.0180103,-0.0112876,-0.0120944,0.038919,0.0119216,0.0503956,0.028771,20.16250038,8.545833588,705.25,174.25,11,94.06004333,434,39.25,397,98.75,18.41041565,58.2148056,476.3072815,30.125,-1.5,31.625,19.52083206,14.14166641,2253.5,18073.2708333333,3.02291665466667,0.773333330916667,Good,1,2,1,1,1,2,NA,1,0,0,0,0,0,0,1,0
13S053507.SW,0,1,0.0177153,0.00327895,-0.00150636,0.00265955,-0.00458616,-0.00654091,0.0192225,0.00512281,0.0321112,0.0325164,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,Good,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1
13S053902.SW,0,1,0.00715133,-0.0159395,-0.00961266,0.0227203,-0.0133183,-0.00861255,0.0212094,0.00936326,0.000824986,0.0095899,22.46249962,12.77916622,1120.5,277.75,9.25,93.13989258,677,50,625.75,171.25,16.78958321,59.49084091,403.6181946,32.04999924,3.825000048,28.22500038,21.92499924,17.63750076,1771.5,18182.7291666667,2.43541666866667,1.00062500933333,Good,1,2,1,1,1,1,1,2,1,2,0,0,0,2,1,1
13S053906.SW,0,1,0.00655168,-0.0159777,-0.010922,0.0226606,-0.0123378,-0.0103101,0.0191049,0.00592837,0.0012997,0.00104966,22.46249962,12.77916622,1120.5,277.75,9.25,93.13989258,677,50,625.75,171.25,16.78958321,59.49084091,403.6181946,32.04999924,3.825000048,28.22500038,21.92499924,17.63750076,1771.5,18182.7291666667,2.43541666866667,1.00062500933333,Good,1,2,1,1,1,1,1,2,1,2,0,0,0,0,1,1
