Name,KMeans_Ab10,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,S3_5366715,S3_5366738,S3_211286197,S4_248470517,S6_124809142
13S012107.SW,0,1,0.0192644,0.000176712,-0.00107812,0.0122221,0.00335612,-0.00769855,0.0227733,0.00672748,0.033658,0.0297497,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,Good,1,0,1,0,0,1
13S012108.SW,0,1,0.0230988,0.00441849,0.0037842,0.00117947,-0.000586234,-0.00741141,0.0178732,0.00147115,0.024488,0.0315376,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,Good,1,0,1,0,0,1
13S012202.SW,0,0,0.00915104,-0.0144768,-0.00834555,0.0223888,0.0125619,-0.00971661,0.0238959,0.00867332,0.000923375,0.00357278,22.69166565,11.54583359,853.25,209.25,10,93.20183563,517,44.25,481,127.5,17.99583435,58.24007416,461,32.79999924,1.899999976,30.89999962,22.07083321,16.88333321,1963.75,18176.4791666667,2.71041667466667,0.877916673833333,1,1,1,1,Good,1,0,0,1,0,0
13S012203.SW,0,0,0.00963858,-0.0157734,-0.00906842,0.0241649,0.0095911,-0.00918935,0.0216862,0.00587716,0.00128215,-0.00155767,22.69166565,11.54583359,853.25,209.25,10,93.20183563,517,44.25,481,127.5,17.99583435,58.24007416,461,32.79999924,1.899999976,30.89999962,22.07083321,16.88333321,1963.75,18176.4791666667,2.71041667466667,0.877916673833333,1,1,1,1,Good,1,1,0,0,0,0
13S012602.SW,0,1,0.0125392,-0.00803028,-0.00394711,0.0112137,0.00483724,-0.00878411,0.0181813,0.00621342,0.0146886,0.00836571,18.92916679,6.191666603,1052.5,270.25,14.25,97.72631836,637.75,52.75,614.25,175.5,17.74791718,56.03147888,523.5439453,27.92499924,-3.75,31.67499924,18.39999962,11.85416603,2197.5,18427.2291666667,3.04583334916667,0.758333332833333,1,1,2,1,Good,1,0,1,1,0,1
13S012608.SW,0,1,0.0132544,-0.00662983,-0.00306923,0.0101507,0.0073331,-0.00964562,0.0185534,0.00815199,0.0171514,0.0120006,18.92916679,6.191666603,1052.5,270.25,14.25,97.72631836,637.75,52.75,614.25,175.5,17.74791718,56.03147888,523.5439453,27.92499924,-3.75,31.67499924,18.39999962,11.85416603,2197.5,18427.2291666667,3.04583334916667,0.758333332833333,1,1,2,1,Good,1,0,1,0,1,1
13S012901.SW,0,1,0.0063353,-0.0141897,-0.00978745,0.0207363,0.0125121,-0.00791058,0.0152231,0.00824102,-0.00342592,-0.00282416,26.74583435,16.15416718,933.5,235.75,8,94.87506104,570,44.25,528.25,137,16.55833244,55.51993561,444.1154175,36.79999924,6.974999905,29.82500076,25.85416794,22.28750038,1018.25,18217.4583333333,2.08124996225,1.2664583375,1,1,2,1,Good,1,0,1,1,0,1
13S012905.SW,0,1,0.0119861,-0.0120097,-0.00559299,0.0195953,0.0108053,-0.012665,0.0216655,0.00826076,0.0103466,0.0029194,26.74583435,16.15416718,933.5,235.75,8,94.87506104,570,44.25,528.25,137,16.55833244,55.51993561,444.1154175,36.79999924,6.974999905,29.82500076,25.85416794,22.28750038,1018.25,18217.4583333333,2.08124996225,1.2664583375,1,1,2,1,Good,1,1,0,0,2,1
13S013002.SW,0,0,0.00773623,-0.0132768,-0.00899925,0.0212964,0.0111246,-0.0119791,0.0199733,0.00741605,0.00147154,-0.00290072,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,0,0,0,0
13S013103.SW,0,0,0.0180422,-0.00694201,-0.00114317,0.0164609,0.00667727,-0.012671,0.0285199,0.006605,0.0328811,0.0297576,20.78333282,9.483333588,870.75,197.75,13,84.92630005,501.25,52.5,460,146.75,17.76041794,58.27880096,466.2203979,30.57500076,0.099999994,30.47500038,20.22083282,14.61250019,2161.5,18289.5208333333,2.91041668233333,0.798958329,1,1,2,1,Good,1,0,0,0,1,0
13S013502.SW,0,1,0.0199768,0.00209712,-0.000278348,0.00939507,0.00532899,-0.00919861,0.0184495,0.0030355,0.0198109,0.0111971,20.83333397,9.350000381,858,203.5,13,97.58953857,543,40,484,95.75,19.11249924,58.7173996,471.3955688,31.45000076,-1.100000024,32.54999924,19.98333359,15.4375,2263.25,17900.6041666667,3.0104166865,0.78958333025,1,1,1,1,Good,1,1,2,0,0,1
13S013504.SW,0,1,0.0161974,0.00168867,-0.00150287,0.00819341,0.00726665,-0.00394704,0.0215336,0.00970797,0.0108227,0.0146982,20.83333397,9.350000381,858,203.5,13,97.58953857,543,40,484,95.75,19.11249924,58.7173996,471.3955688,31.45000076,-1.100000024,32.54999924,19.98333359,15.4375,2263.25,17900.6041666667,3.0104166865,0.78958333025,1,1,1,1,Good,1,1,1,0,0,1
13S013603.SW,0,0,0.0124078,-0.0134341,-0.00762576,0.0211784,0.010451,-0.0113396,0.0258038,0.00570199,0.0173798,0.0130436,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,1,0,0,0,0
13S013605.SW,0,0,0.0108876,-0.0117352,-0.00763306,0.0170493,0.00940386,-0.0112069,0.0217302,0.00797296,0.0128813,0.012371,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,2,0,0,0,0
13S014002.SW,0,1,0.0176343,-0.0108386,-0.0033063,0.019558,0.00943797,-0.0170391,0.0389188,0.00896074,0.0499,0.0365261,18.95000076,4.829166412,648,165.5,11.5,90.37003326,382.75,41.75,354,111.75,18.47083282,54.80881882,578.7252197,28.75,-4.949999809,33.70000076,18.3125,11.17916679,2087.5,18600.0833333333,3.11874999591667,0.732500001666667,1,1,1,1,Good,1,0,1,2,0,1
13S014301.SW,0,0,0.0119225,-0.0136652,-0.00830505,0.020513,0.00992083,-0.0155547,0.0248319,0.00611374,0.0214359,0.0152463,22.84583282,12.82499981,895.5,217.75,9.75,92.31340027,538.75,45.75,501.5,138.75,17.60000038,60.0188179,417.9674377,32.82500076,3.5,29.32500076,22.27916718,17.37083435,2024.75,18235.9166666667,2.743749996,0.861875002666667,1,1,1,1,Good,1,1,0,0,0,0
13S014402.SW,0,1,0.0181446,0.000325127,0.000619754,0.00880176,0.00554054,-0.00664192,0.0226004,0.00594523,0.0217776,0.0278653,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,Good,1,1,1,0,2,1
13S014403.SW,0,1,0.0174858,-0.001979,-0.00225728,0.0129001,0.00672885,-0.00803839,0.0225848,0.00945083,0.0322423,0.0181946,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,Good,1,1,1,0,1,1
13S014705.SW,0,1,0.0104222,-0.0133773,-0.0093344,0.0185828,0.0115552,-0.0113192,0.0202435,0.00647659,0.0138915,0.00872806,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,0,1,0,1
13S014803.SW,0,0,-0.00480397,-0.00181864,-0.0129252,0.00799169,0.00429374,-0.0100188,-0.00673122,0.00440625,-6.46435e-05,0.00799747,22.46666718,11.13333321,532,141.25,5,113.0306702,369,17,222.5,30.75,17.91041756,56.27810669,471.5245972,32.22499847,0.400000006,31.82500076,21.37083435,15.52916718,1623.25,17442.8958333333,2.39999999616667,1.03937500216667,1,1,1,1,Good,1,0,0,0,0,0
13S015205.SW,0,1,0.0163242,-0.00798655,-0.00286407,0.016942,0.00865997,-0.0143072,0.0334005,0.00836729,0.0441069,0.0318246,19.04583359,7.570833206,749.5,179.75,12,89.83076477,447.25,43,410.5,115.75,17.875,58.03647614,470.8904114,28.70000076,-2.099999905,30.79999924,18.46666718,12.82916641,2377.25,18114.2291666667,3.14583329383333,0.736041660083333,1,1,3,1,Good,1,0,1,0,0,1
13S015704.SW,0,0,0.0217363,0.00176295,0.00244381,0.0064007,0.00231133,-0.00583372,0.0224699,0.00160448,0.0299909,0.0392181,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,Good,1,0,0,2,1,0
13S015804.SW,0,1,0.0187062,-0.00528198,-0.00152367,0.0125968,0.0072769,-0.0137546,0.0311382,0.00776521,0.0384824,0.039466,22.28333282,10.39166641,808.25,197.25,9.75,93.27274323,491.5,42,455,119,17.74374962,56.59955215,489.2949219,32.25,0.900000036,31.35000038,21.60000038,16.28750038,1943.25,18259.625,2.71250003583333,0.876250003666667,1,1,1,1,Good,1,0,1,0,0,0
13S015805.SW,0,1,0.00843561,-0.00395159,-0.00481164,0.0115837,0.00913587,-0.00195229,0.0271548,0.0158248,0.00224524,0.0234889,22.28333282,10.39166641,808.25,197.25,9.75,93.27274323,491.5,42,455,119,17.74374962,56.59955215,489.2949219,32.25,0.900000036,31.35000038,21.60000038,16.28750038,1943.25,18259.625,2.71250003583333,0.876250003666667,1,1,1,1,Good,1,0,2,0,1,0
13S016502.SW,0,1,0.0161901,-0.0103136,-0.00423199,0.0175761,0.00974646,-0.0153059,0.0371138,0.00915146,0.0445481,0.0336016,18.24166679,6.141666412,898.75,208.5,13,87.08621979,522.5,54.75,480.5,155.75,17.62916756,56.82350159,498.3214722,27.5,-3.525000095,31.02499962,17.74166679,11.54166698,2376.5,18330.9791666667,3.17916665483333,0.717291668083333,1,1,2,1,Good,1,0,1,0,1,0
13S016505.SW,0,1,0.0188856,-0.0071859,-0.000398592,0.0162558,0.00669898,-0.0132903,0.035272,0.0060919,0.0403238,0.0417521,18.24166679,6.141666412,898.75,208.5,13,87.08621979,522.5,54.75,480.5,155.75,17.62916756,56.82350159,498.3214722,27.5,-3.525000095,31.02499962,17.74166679,11.54166698,2376.5,18330.9791666667,3.17916665483333,0.717291668083333,1,1,2,1,Good,1,0,1,1,0,1
13S016606.SW,0,0,0.0062233,-0.0152997,-0.0105726,0.0226867,0.0142566,-0.0118164,0.0209882,0.00637025,-0.00818838,-0.00436159,30.06666565,18.32916641,577.25,164,1,118.7987518,420,11,341.25,69,17.40208244,57.38530731,489.6237793,38.65000153,8.324999809,30.32500076,29.69583321,23.19166565,78.5,18064.2083333333,1.98541669058333,1.6912499965,1,1,1,3,Good,1,1,0,0,0,0
13S016607.SW,0,0,0.00477187,-0.0141549,-0.0101337,0.0201325,0.0150401,-0.00997131,0.0168673,0.00613124,-0.00460032,-0.00467377,30.06666565,18.32916641,577.25,164,1,118.7987518,420,11,341.25,69,17.40208244,57.38530731,489.6237793,38.65000153,8.324999809,30.32500076,29.69583321,23.19166565,78.5,18064.2083333333,1.98541669058333,1.6912499965,1,1,1,3,Good,1,0,0,0,0,0
13S016904.SW,0,0,0.00935495,-0.0176232,-0.00821702,0.0236852,0.00957298,-0.00837069,0.0195531,0.00488189,-0.00421099,-0.00733025,22.72083282,9.4375,959.5,271.25,14.25,104.3962936,611.75,50.25,586.75,121,18.59791756,55.14620972,545.3907471,32.59999847,-1.125,33.72499847,21.95416641,15.8125,1594.25,18589.4166666667,2.60416670641667,0.942708343333333,1,1,2,1,Good,1,0,0,0,0,0
13S016911.SW,0,0,0.00871458,-0.0182935,-0.00918072,0.0235304,0.0110283,-0.0115485,0.0188766,0.00620827,-0.00245626,-0.00632969,22.72083282,9.4375,959.5,271.25,14.25,104.3962936,611.75,50.25,586.75,121,18.59791756,55.14620972,545.3907471,32.59999847,-1.125,33.72499847,21.95416641,15.8125,1594.25,18589.4166666667,2.60416670641667,0.942708343333333,1,1,2,1,Good,1,1,0,0,0,0
13S017001.SW,0,0,-0.00850277,-0.000384561,-0.0126373,0.00450639,-0.000709209,-0.0108968,-0.00994141,0.00119541,0.00423197,0.0183829,29.54166603,18.54583359,626.25,175.5,3,117.164978,451.5,17.75,372.5,73,16.72291756,56.11713409,456.081604,38.97499847,9.175000191,29.79999924,28.77083206,23.67916679,284,18287.7291666667,1.95000001791667,1.55729165666667,1,1,1,1,Good,1,1,0,0,1,0
13S017005.SW,0,0,-0.00929081,0.000883855,-0.0142188,0.00259325,0.00233507,-0.00796945,-0.0107124,0.004943,0.000168989,0.0162309,29.54166603,18.54583359,626.25,175.5,3,117.164978,451.5,17.75,372.5,73,16.72291756,56.11713409,456.081604,38.97499847,9.175000191,29.79999924,28.77083206,23.67916679,284,18287.7291666667,1.95000001791667,1.55729165666667,1,1,1,1,Good,1,2,0,0,0,0
13S017401.SW,0,1,0.0077255,-0.0177338,-0.0107102,0.0215942,0.011059,-0.0113546,0.0192221,0.00683627,-0.00487679,-0.00159651,30.33749962,18.50833321,710.25,194,5,112.5228195,495,24,419.75,86.75,17.81458282,55.88887405,489.9565125,40.625,8.75,31.875,29.36666679,24.28749847,233.25,18345.125,1.89166666075,1.542291661,1,1,2,1,Good,1,0,1,0,0,0
13S017402.SW,0,0,0.00636518,-0.016792,-0.00910215,0.021011,0.00872214,-0.00743967,0.0177294,0.00822821,-0.00640992,-0.00619154,30.33749962,18.50833321,710.25,194,5,112.5228195,495,24,419.75,86.75,17.81458282,55.88887405,489.9565125,40.625,8.75,31.875,29.36666679,24.28749847,233.25,18345.125,1.89166666075,1.542291661,1,1,2,1,Good,1,2,0,0,0,0
13S017406.SW,0,1,0.00593972,-0.0158497,-0.0112445,0.0222355,0.0102794,-0.0108799,0.0112964,0.0059198,-0.00930267,-0.00302062,30.33749962,18.50833321,710.25,194,5,112.5228195,495,24,419.75,86.75,17.81458282,55.88887405,489.9565125,40.625,8.75,31.875,29.36666679,24.28749847,233.25,18345.125,1.89166666075,1.542291661,1,1,2,1,Good,1,0,1,0,2,1
13S017606.SW,0,1,0.0177237,-0.00738444,-0.00250819,0.0181262,0.00826868,-0.0123194,0.0351102,0.00869669,0.0465609,0.0359759,20.16250038,8.545833588,705.25,174.25,11,94.06004333,434,39.25,397,98.75,18.41041565,58.2148056,476.3072815,30.125,-1.5,31.625,19.52083206,14.14166641,2253.5,18073.2708333333,3.02291665466667,0.773333330916667,1,1,2,1,Good,1,0,1,1,1,1
13S017607.SW,0,0,0.0164343,-0.00809936,-0.00469487,0.0179134,0.00823407,-0.013896,0.0353589,0.00944296,0.0443671,0.0329063,20.16250038,8.545833588,705.25,174.25,11,94.06004333,434,39.25,397,98.75,18.41041565,58.2148056,476.3072815,30.125,-1.5,31.625,19.52083206,14.14166641,2253.5,18073.2708333333,3.02291665466667,0.773333330916667,1,1,2,1,Good,1,0,0,0,0,0
13S017902.SW,0,0,0.0166303,-0.00764082,-0.00412461,0.0171323,0.00869702,-0.0132105,0.0358515,0.0112955,0.0400761,0.0347796,17.49166679,5.229166508,723.5,168,13,86.1963501,423.5,45.75,383.75,116.5,18.38541794,57.54453659,501.9627075,27.17499924,-4.775000095,31.95000076,16.92499924,10.82499981,2424.5,18166.9166666667,3.2416666945,0.70187499625,1,1,2,1,Good,1,1,0,0,0,0
13S018404.SW,0,1,0.0118286,-0.0103381,-0.00532226,0.0140747,0.0113688,-0.0109565,0.0219258,0.00780525,0.0253244,0.0148181,21.17916679,7.574999809,946.5,250.25,15,96.44752502,575.5,50,547.75,148.75,18.67083359,55.44402313,558.0493164,30.67499924,-3,33.67499924,20.48333359,13.94999981,1834.5,18524.75,2.77708333733333,0.8570833305,1,1,2,1,Good,1,1,2,0,0,0
13S018409.SW,0,1,0.0121272,-0.0119926,-0.00542047,0.0166538,0.00961325,-0.0114617,0.0255404,0.0108513,0.0251464,0.0128773,21.17916679,7.574999809,946.5,250.25,15,96.44752502,575.5,50,547.75,148.75,18.67083359,55.44402313,558.0493164,30.67499924,-3,33.67499924,20.48333359,13.94999981,1834.5,18524.75,2.77708333733333,0.8570833305,1,1,2,1,Good,1,0,1,1,1,1
13S018701.SW,0,0,0.0223402,0.00341975,0.00216167,0.00496832,-0.000189896,-0.0119349,0.025549,0.00335378,0.0339945,0.0410696,19.15833282,7.099999905,699.25,167.25,11,89.47032928,418.25,40.75,380.25,106.75,18.42708206,57.4500885,494.1845093,29.20000076,-2.875,32.07500076,18.52499962,12.82083321,2261.5,18147.1875,3.05624997616667,0.759374998583333,1,1,2,1,Good,1,0,0,0,0,0
13S018704.SW,0,1,0.0178617,-0.00342528,-0.0014234,0.0123982,0.00705595,-0.0102702,0.0247385,0.00994608,0.0349172,0.0233815,19.15833282,7.099999905,699.25,167.25,11,89.47032928,418.25,40.75,380.25,106.75,18.42708206,57.4500885,494.1845093,29.20000076,-2.875,32.07500076,18.52499962,12.82083321,2261.5,18147.1875,3.05624997616667,0.759374998583333,1,1,2,1,Good,1,0,1,0,0,1
13S018801.SW,0,1,0.00807678,0.00229757,-0.0035815,0.00645278,0.00429557,-0.00269987,0.00196319,0.00710012,0.0057895,0.000141395,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,1,0,0,1
13S018808.SW,0,1,0.00661144,-0.00181883,-0.00343273,0.00985688,0.00856502,-0.00434694,0.00464026,0.00752605,0.00303112,-0.00234031,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,1,0,2,1
13S018809.SW,0,0,0.0068155,0.00405787,-0.00349985,0.00266606,0.00363704,-0.003395,-0.00241688,0.00196498,-0.00298444,0.00462955,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,0,0,2,0
13S018903.SW,0,0,0.0172885,-0.0100482,-0.00422064,0.0195121,0.00858692,-0.0153152,0.0364569,0.00997631,0.050598,0.0402767,19.18333435,6.783333302,695.75,163.75,11.75,87.47796631,411.25,42,372.25,108.5,18.82500076,57.39329529,507.2340698,29.29999924,-3.5,32.79999924,18.55416679,12.77916718,2210,18115.5625,3.00208336108333,0.770416649666667,1,1,2,1,Good,1,0,1,0,0,0
13S019001.SW,0,0,0.0190881,-0.0026469,-0.000262545,0.0106971,0.00630058,-0.00691346,0.0226113,0.00633543,0.0303461,0.0178546,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,Good,1,1,0,0,0,0
13S019009.SW,0,1,0.0179487,-0.00244923,-0.0012787,0.0121949,0.00750474,-0.0082798,0.0245671,0.00844087,0.0292041,0.0202432,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,Good,1,0,1,0,0,0
13S019401.SW,0,0,0.0073866,-0.0153922,-0.00864898,0.022879,0.00944702,-0.0122308,0.018996,0.00703642,0.00256038,-0.000842607,24.66666603,8.208333969,298.75,80,4,104.5528717,199.75,15,172.75,35,18.13750076,50.34693527,669.5507202,34.27500153,-1.75,36.02500153,23.69999886,16.45000076,1419,19234.2291666667,2.75208332141667,0.848750000166667,1,1,1,1,Good,1,0,0,0,0,0
13S019802.SW,0,0,0.00946758,-0.00764987,-0.00493556,0.0165961,0.00945631,-0.0141359,0.0203901,0.00938269,0.0267277,0.018524,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,0,0,0,0
13S019805.SW,0,1,0.0125391,-0.0108973,-0.0055478,0.0162339,0.0102804,-0.0108745,0.0230425,0.00659143,0.0236414,0.0150773,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,Good,1,0,1,1,2,1
13S020304.SW,0,0,0.0170371,-0.0504494,0.00583082,-0.0183884,-0.0203533,0.0205451,-0.0322922,0.00715428,0.0351814,-0.0417259,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,1,0,0
13S020306.SW,0,1,0.0167179,-0.0497232,0.0054878,-0.0156021,-0.021352,0.0209893,-0.0306691,0.00273161,0.0405831,-0.039392,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,1,2,0,1
13S020701.SW,0,1,0.0164465,-0.0484046,0.00549191,-0.0132706,-0.0238654,0.0184644,-0.0295022,-0.00036854,0.0353245,-0.0399221,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,1,1,2,0,2
13S020703.SW,0,0,0.017189,-0.049894,0.00623643,-0.0165514,-0.0226238,0.0206556,-0.0341717,0.00427925,0.0406884,-0.0437257,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,1,0,0
13S020801.SW,0,0,0.0175642,-0.0501836,0.00646139,-0.0170442,-0.023251,0.0206035,-0.032689,0.00481392,0.0405391,-0.0441778,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,1,1,0,0
13S021102.SW,0,1,0.0154308,-0.048572,0.00451823,-0.0183059,-0.0230884,0.0205781,-0.0345755,0.00444641,0.0417788,-0.0457984,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,1,1,0,1
13S021104.SW,0,0,0.0166048,-0.050264,0.005897,-0.0180841,-0.0233292,0.0218451,-0.035634,0.00649489,0.043441,-0.0470236,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,2,0,0
13S021203.SW,0,0,0.0190509,-0.0535037,0.00600487,-0.0191817,-0.0209208,0.0203272,-0.0293958,0.00838687,0.0357973,-0.0376449,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,0,0,0
13S021204.SW,0,0,0.0167523,-0.0507899,0.00589858,-0.0217051,-0.0178105,0.0196207,-0.0301451,0.00928933,0.0387879,-0.0388963,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,1,0,0,0,0
13S021503.SW,0,1,0.0173309,-0.0580241,0.0111601,-0.0357669,-0.012484,0.030711,-0.0387164,0.02855,0.0636955,-0.0621059,32.10416412,13.05416679,208.75,30.25,2,48.37712097,71.25,12,53.25,65,15.83125019,44.15955353,787.3967896,40.82500076,4.974999905,35.84999847,31.75416565,25.66666603,368.5,19678.7291666667,2.73333332941667,0.913125003416667,2,1,1,1,Good,1,0,1,0,0,1
13S021601.SW,0,0,0.0138463,-0.0521675,0.0102201,-0.0374677,-0.0116742,0.0267837,-0.0372204,0.0288486,0.0673493,-0.0644778,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,2,0,0,0,0
13S021603.SW,0,0,0.0149576,-0.0562001,0.0108798,-0.0392681,-0.0140053,0.0270764,-0.040037,0.0301159,0.0675765,-0.0697737,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,0,0,0
13S021901.SW,0,1,0.0203814,-0.00129322,-0.00095625,0.00913407,0.0052236,-0.0108733,0.0252515,0.0065889,0.0363393,0.030332,22.59166718,1.279166698,213,32.25,6,39.94679642,82,27.5,64.75,46.5,17.06666565,42.40159225,864.5825806,33.27500153,-6.974999905,40.25,21.89166641,15.5041666,1744.75,18653.375,2.98124998791667,0.601458328333333,2,1,1,1,Good,1,0,2,0,0,1
13S022004.SW,0,0,0.0156744,-0.0463632,0.00419626,-0.0156943,-0.0169138,0.0188192,-0.0210122,0.00931057,0.0236724,-0.0267966,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,Good,1,0,0,0,0,0
