Name,Mean,Copy,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,CDH
13S027802.SW,0.021086270580802,Experimental,Swarts_etal_2017,ZM02-151:Navajo_White,US - Athabaskan,Landrace,Unknown,Unknown,36.08,-110.67,1850,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S028802.SW,0.0271347217709963,Experimental,Swarts_etal_2017,ZM02-149:Hopi_Mix,US - Puebloan (West),Landrace,Unknown,Unknown,35.92,-110.58,1829,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S034507.SW,0.020854830908986,Experimental,Swarts_etal_2017,ZM21-015:High_Chihuahua,N. Mexico High,Landrace,Unknown,Unknown,27.16,-107.58,2100,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S036307.SW,0.0205835193530059,Experimental,Swarts_etal_2017,ZM14-006:Tarahumara_Gordo,N. Mexico High,Landrace,Unknown,Unknown,27.7,-107.42,2400,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Ab10
13S039114.SW,0.0240863211293153,Experimental,Swarts_etal_2017,ZM17-026:Tarahumara_Rosacame,N. Mexico High,Landrace,Unknown,Unknown,27.917,-107.6,2200,68.55776,71.14688,274.4751,0.00162,Ab10,Ambiguous,NA,No,Neither,Ab10
13S040501.SW,0.0252736137241216,Experimental,Swarts_etal_2017,ZM04-021:Mohave,US - Lower CO River,Landrace,Unknown,Unknown,33.75,-114.5,91,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S042404.SW,0.0197085279092775,Experimental,Swarts_etal_2017,ZM02-021:San_Felipe_Pueblo_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35.43392,-106.4467,1564,69.87522,71.29519,264.1949,0.00095,Ab10,Ambiguous,NA,No,Neither,Ab10
13S043111.SW,0.0202388800885649,Experimental,Swarts_etal_2017,ZM01-017:Tohono_Oodham_60-Day,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
13S043207.SW,0.0355392213541043,Experimental,Swarts_etal_2017,ZM02-171:San_Felipe_Red/Chinmark,US - Puebloan (East),Landrace,Unknown,Unknown,35.434,-106.446,1585,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
13S045302.SW,0.0199539638729726,Experimental,Swarts_etal_2017,ZM02-148:Hopi_White_Hominy,US - Puebloan (West),Landrace,Unknown,Unknown,35.65,-110.49,1615,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S047701.SW,0.022258957977095,Experimental,Swarts_etal_2017,ZM02-060:Hopi_White,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
13S047702.SW,0.0220779641131946,Experimental,Swarts_etal_2017,ZM02-060:Hopi_White,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S047706.SW,0.0219633864683874,Experimental,Swarts_etal_2017,ZM02-060:Hopi_White,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,65.73818,66.20622,210.7007,-0.000111,Ab10,Ambiguous,NA,No,Neither,Ab10
13S048206.SW,0.0203885734115204,Experimental,Swarts_etal_2017,ZM02-186:Hopi_Blue,US - Puebloan (West),Landrace,Unknown,Unknown,35.92,-110.58,1829,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
13S053005.SW,0.0328671644938257,Experimental,Swarts_etal_2017,ZM14-006:Tarahumara_Gordo,N. Mexico High,Landrace,Unknown,Unknown,27.7,-107.42,2400,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
CIM11362_01.SW,0.0216161566024735,Experimental,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
CIM11362_02.SW,0.0214265362864031,Experimental,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
DMA-2008-1_01.SW,0.0196849305993547,Experimental,Swarts_etal_2017,DMA-2008-1,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.67222222,-98.83138889,1400,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
DMA-2008-1_02.SW,0.0385396729645221,Experimental,Swarts_etal_2017,DMA-2008-1,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.67222222,-98.83138889,1400,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
DMA-2008-1_03.SW,0.0197501101761779,Experimental,Swarts_etal_2017,DMA-2008-1,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.67222222,-98.83138889,1400,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
JSG_Y_RMM-457_02.SW,0.0234928996103022,Experimental,Swarts_etal_2017,JSG_Y_RMM-457,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,18.82,-100.9155556,654,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
JSG-JMHC-637_04.SW,0.0210724870655485,Experimental,Swarts_etal_2017,JSG-JMHC-637,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.155,-98.77472222,2470,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
JSG-LCL-JGRF-586_03.SW,0.0207252844270171,Experimental,Swarts_etal_2017,JSG-LCL-JGRF-586,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,20.14027778,-101.0733333,2023,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
JSG-RMM-LCL-483_03.SW,0.0244019727615346,Experimental,Swarts_etal_2017,JSG-RMM-LCL-483,Parviglumis − Oaxaca,Teosinte - Parviglumis,Unknown,Unknown,16.32388889,-97.0325,1272,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
JSG-RMM-LCL-511_01.SW,0.0201092345609299,Experimental,Swarts_etal_2017,JSG-RMM-LCL-511,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.38777778,-100.1275,1110,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,Ab10
JSG-RMM-LCL-536_01.SW,0.0215148091898272,Experimental,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
JSG-RMM-LCL-536_04.SW,0.0215290915088036,Experimental,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
JSG-SRV-EAM-708_02.SW,0.023626559466508,Experimental,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
NSL68244.1.RY,0.0400465287111403,Experimental,Romay_etal_2013,NSL68244.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
PI639505.1.RY,0.021373013037591,Experimental,Romay_etal_2013,PI639505.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0396.1.SW,0.0225936161990736,Experimental,Swarts_etal_2017,SA_Low:Caqueteno,S. America Low,Landrace,Unknown,Unknown,2.583333333,-75.3,1100,NA,NA,NA,NA,Ab10,Ab10-III,NA,No,Neither,Ab10
RIMMA0404.1.SW,0.0344294283202231,Experimental,Swarts_etal_2017,SA_Low:Puya_Grande,S. America Low,Landrace,Unknown,Unknown,7.3,-72.51666667,1500,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0433.1.SW,0.0248560639592609,Experimental,Swarts_etal_2017,Mex_Low:Nal_Tel_ATB,C. Mexico Low,Landrace,Unknown,Unknown,14.71666667,-89.5,457,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0614.1.SW,0.0220628025363533,Experimental,Swarts_etal_2017,Mex_High:Mountain_Yellow,C. Mexico High,Landrace,Unknown,Unknown,19.95,-103.7666667,2060,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0680.1.SW,0.0376839904336715,Experimental,Swarts_etal_2017,Mex_High:Tabloncillo,C. Mexico High,Landrace,Unknown,Unknown,20.36666667,-102.1666667,1890,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0687.1.SW,0.0218232149100633,Experimental,Swarts_etal_2017,Mex_High:Conico_Norteno,C. Mexico High,Landrace,Unknown,Unknown,20.38333333,-100,1921,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
RIMMA0701.1.SW,0.0240805043154461,Experimental,Swarts_etal_2017,Mex_Low:Olotillo,C. Mexico Low,Landrace,Unknown,Unknown,16.6,-92.71666667,686,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0709.1.SW,0.0213075468475746,Experimental,Swarts_etal_2017,Mex_Low:Tehua,C. Mexico Low,Landrace,Unknown,Unknown,16.5,-92.5,747,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0729.1.SW,0.0205074336758823,Experimental,Swarts_etal_2017,Mex_Low:Tepecintle,C. Mexico Low,Landrace,Unknown,Unknown,15.4,-89.66666667,122,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
RIMMA0731.1.SW,0.0219879106506613,Experimental,Swarts_etal_2017,Mex_Low:Bolita,C. Mexico Low,Landrace,Unknown,Unknown,16.78333333,-96.66666667,1520,NA,NA,NA,NA,Ab10,Ab10-III,NA,No,Neither,Ab10
SEEDGWAS1087.RN,0.0220343349959171,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000428,NA,Landrace,Unknown,Unknown,22.031961,-100.21527,1057,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1117.RN,0.0212808861843376,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011004,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
SEEDGWAS1130.RN,0.0224133710245242,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014100,NA,Landrace,Unknown,Unknown,16.08333333,-93.76666667,40,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1169.RN,0.0155791464647638,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000136,NA,Landrace,Unknown,Unknown,15.75,-96.46666667,150,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1186.RN,0.0157169246891805,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000536,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1187.RN,0.0212228154933204,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000587,NA,Landrace,Unknown,Unknown,22.024349,-105.22623,15,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
SEEDGWAS1206.RN,0.0155866782513221,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001069,NA,Landrace,Unknown,Unknown,14.9483,-89.55933,276,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1209.RN,0.0214526479853472,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001078,NA,Landrace,Unknown,Unknown,14.713922,-90.637606,1839,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1235.RN,0.0199919339765398,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001286,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1236.RN,0.021039313279766,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001293,NA,Landrace,Unknown,Unknown,16.389094,-61.475936,22,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1265.RN,0.0152970658393854,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002163,NA,Landrace,Unknown,Unknown,16.61666667,-93.1,440,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1267.RN,0.0148304936583149,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002319,NA,Landrace,Unknown,Unknown,26.888903,-99.614777,110,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1268.RN,0.021001365882807,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002342,NA,Landrace,Unknown,Unknown,18.85,-96.9,731,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1277.RN,0.0220241587841618,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002425,NA,Landrace,Unknown,Unknown,20.3,-76.95,23,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1278.RN,0.0385734975919216,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002428,NA,Landrace,Unknown,Unknown,21.2,-76.61666667,11,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1301.RN,0.021060882718156,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003083,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1327.RN,0.0209515724583232,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003473,NA,Landrace,Unknown,Unknown,10.031467,-85.463114,238,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1361.RN,0.018000349463041,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003764,NA,Landrace,Unknown,Unknown,8.133333333,-81.18333333,105,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS137.RN,0.0240244085816642,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002460,NA,Landrace,Unknown,Unknown,18.563505,-74.267982,154,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1370.RN,0.0154748151770876,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003839,NA,Landrace,Unknown,Unknown,8.566825,-80.172251,452,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1371.RN,0.0192763423027396,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003840,NA,Landrace,Unknown,Unknown,8.40745,-80.258465,29,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1388.RN,0.0160087872071382,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003938,NA,Landrace,Unknown,Unknown,19.18333333,-70.5,196,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS139.RN,0.0195357423523108,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002539,NA,Landrace,Unknown,Unknown,21.544818,-98.905924,182,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1393.RN,0.0214710577784598,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003979,NA,Landrace,Unknown,Unknown,13.176096,-61.249598,103,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1417.RN,0.0163149890714636,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004893,NA,Landrace,Unknown,Unknown,-20.756582,-48.92991,529,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1422.RN,0.020666050359457,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004993,NA,Landrace,Unknown,Unknown,-22.437175,-50.202062,687,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1425.RN,0.0205665619064406,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005058,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1434.RN,0.0230148765087799,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005186,NA,Landrace,Unknown,Unknown,14.78333333,-89.55,423,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1439.RN,0.0178524904332311,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005247,NA,Landrace,Unknown,Unknown,14.28333333,-90.76666667,284,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1466.RN,0.0206088992939405,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005950,NA,Landrace,Unknown,Unknown,16.539657,-98.136052,221,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1506.RN,0.0219086916934361,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008424,NA,Landrace,Unknown,Unknown,14.885899,-89.513671,271,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1518.RN,0.0185068838274782,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009821,NA,Landrace,Unknown,Unknown,7.827287,-72.453725,401,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1519.RN,0.0216795191234001,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009831,NA,Landrace,Unknown,Unknown,9.366825,-65.330006,65,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1526.RN,0.0363050082091496,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009857,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1538.RN,0.0194577604539701,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009989,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1545.RN,0.015692233611939,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012255,NA,Landrace,Unknown,Unknown,8.267071,-70.556081,153,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1569.RN,0.0212406274540228,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012265,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1623.RN,0.0215163637440728,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015029,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1626.RN,0.0218677394136304,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015042,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1638.RN,0.021563428825002,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015609,NA,Landrace,Unknown,Unknown,16.580327,-94.601906,79,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS164.RN,0.0239768255312836,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003245,NA,Landrace,Unknown,Unknown,20.471501,-97.343051,206,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1693.RN,0.0179909303898279,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020965,NA,Landrace,Unknown,Unknown,16.25,-93.26666667,572,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1696.RN,0.0196852295274085,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020763,NA,Landrace,Unknown,Unknown,-25.859064,-54.341249,275,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1697.RN,0.0209583512551694,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020788,NA,Landrace,Unknown,Unknown,-24.96666667,-58.56666667,85,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1698.RN,0.0208267069537224,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020801,NA,Landrace,Unknown,Unknown,-26.16666667,-59.31666667,85,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1722.RN,0.0218624269445974,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022341,NA,Landrace,Unknown,Unknown,16.48333333,-94.35,68,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1760.RN,0.0217839050084052,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000397,NA,Landrace,Unknown,Unknown,27.1283333,-105.3313889,1505,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1761.RN,0.0190744652814518,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000399,NA,Landrace,Unknown,Unknown,27.130649,-104.890933,1379,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1794.RN,0.0211736112103584,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005185,NA,Landrace,Unknown,Unknown,14.616667,-89.583333,986,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1827.RN,0.0200643038334445,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016867,NA,Landrace,Unknown,Unknown,-10.7,-38.18333333,257,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS183.RN,0.0275512884498485,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003402,NA,Landrace,Unknown,Unknown,10.050159,-84.733838,131,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1838.RN,0.0189789732583271,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019323,NA,Landrace,Unknown,Unknown,16.11666667,-92.05,1536,NA,NA,NA,NA,Ab10,Ab10-III,NA,No,Neither,Ab10
SEEDGWAS187.RN,0.0247580065846739,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003475,NA,Landrace,Unknown,Unknown,10.065598,-85.473735,170,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS195.RN,0.0283553436179344,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003581,NA,Landrace,Unknown,Unknown,10.11666667,-85.45,142,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1976.RN,0.0168340567860928,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004854,NA,Landrace,Unknown,Unknown,-22.044979,-48.174103,566,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS198.RN,0.0183604618038103,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003691,NA,Landrace,Unknown,Unknown,14.55,-86.7,858,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1993.RN,0.0157826683381539,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004991,NA,Landrace,Unknown,Unknown,-23.035437,-46.819967,816,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS1996.RN,0.0209341188871736,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005016,NA,Landrace,Unknown,Unknown,-21.895979,-50.749016,495,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2022.RN,0.0186026560044892,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005802,NA,Landrace,Unknown,Unknown,-27.93324,-53.946282,436,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2044.RN,0.0178504488868815,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006687,NA,Landrace,Unknown,Unknown,-20.756582,-48.92991,529,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2048.RN,0.017792993005852,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007312,NA,Landrace,Unknown,Unknown,28.93333333,-109.1833333,488,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2058.RN,0.0186353207118915,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007820,NA,Landrace,Unknown,Unknown,-21.16666667,-47.8,546,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2068.RN,0.0160738241268792,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009054,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2082.RN,0.0189310586106023,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000418,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2131.RN,0.0194849186594624,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010712,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2141.RN,0.017020072711651,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010734,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
SEEDGWAS2159.RN,0.0300273257469647,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013301,NA,Landrace,Unknown,Unknown,-7.983333333,-38.3,420,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
